problem,n,m,success,objective,infeasibility,evaluations,time,exit_code,message
BIGGS6,6,0,True,0.005655654627756507,0.0,52,0.00033092498779296875,3,Function tolerance reached
BIGGS6NE,6,13,False,0.0,1.4377744497438547,61,0.0046253204345703125,3,Infeasible solution
BIGGSC4,4,7,False,-50.0,7.0,9,0.0006477832794189453,3,Infeasible solution
BLEACHNG,9,0,True,41877.85797245598,0.0,21,32.66443705558777,4,Parameter tolerance reached
BOOTH,2,2,False,0.0,2.999999999999998,24,0.00039505958557128906,3,Infeasible solution
BOX2,2,0,True,9.185095414046904e-07,0.0,12,0.00010371208190917969,3,Function tolerance reached
BOX3,3,0,True,1.6468400896927784e-06,0.0,14,0.00013375282287597656,3,Function tolerance reached
BOX3NE,3,10,False,0.0,0.24665496782763519,62,0.0025010108947753906,3,Infeasible solution
BOXBOD,2,6,False,0.0,79.34875884721865,87,0.002079486846923828,3,Infeasible solution
BOXBODLS,2,0,True,9771.5,0.0,19,0.00011968612670898438,3,Function tolerance reached
BQP1VAR,1,0,True,0.0,0.0,3,6.031990051269531e-05,3,Function tolerance reached
BQPGABIM,46,0,True,-3.7903431936258766e-05,0.0,170,0.013604164123535156,3,Function tolerance reached
BQPGASIM,50,0,True,-5.5189552286755015e-05,0.0,163,0.010123491287231445,3,Function tolerance reached
BRANIN,2,0,True,0.3978873684210938,0.0,11,6.079673767089844e-05,3,Function tolerance reached
BRITGAS,450,360,False,0.0,12.002427928378138,21,1.2352125644683838,3,Infeasible solution
BRKMCC,2,0,True,0.16904268022168129,0.0,10,7.081031799316406e-05,3,Function tolerance reached
BROWNAL,200,0,True,4.010028959332523e-07,0.0,76,0.5074167251586914,3,Function tolerance reached
BROWNALE,200,200,False,0.0,1346.839726916142,79,0.32483458518981934,3,Infeasible solution
BROWNBS,2,0,True,8.309598109823202,0.0,34,0.00011157989501953125,3,Function tolerance reached
BROWNBSNE,2,3,False,0.0,999998.5857871085,74,0.0010974407196044922,3,Infeasible solution
BROWNDEN,4,0,True,85822.25383366371,0.0,44,0.00023818016052246094,3,Function tolerance reached
BROWNDENE,4,20,False,0.0,3738.6871511247327,85,0.00690460205078125,3,Infeasible solution
BT1,2,1,True,-1.000001074478206,1.0798775873500903e-08,67,0.00047850608825683594,4,Parameter tolerance reached
BT10,2,2,False,-105.38510767684353,1159303.1896017734,523,0.005681514739990234,3,Infeasible solution
BT11,5,3,False,0.5785597217636966,1.1089646067997632,129,0.0019197463989257812,3,Infeasible solution
BT12,5,3,False,0.04000005122471074,249.55901325779126,117,0.0025949478149414062,4,Infeasible solution
BT13,5,1,True,0.0,6.404831604201926e-07,204,0.0024220943450927734,3,Function tolerance reached
BT2,3,1,True,0.03256819797534413,2.2541175059842544e-07,150,0.0010213851928710938,3,Function tolerance reached
BT3,5,3,False,1.2818989709841442e-30,3.999999999999999,35,0.0007240772247314453,4,Infeasible solution
BT4,3,2,False,nan,nan,nan,nan,,Optimization error: 
BT5,3,2,False,nan,nan,nan,nan,,Optimization error: 
BT6,5,2,False,0.25705274722055954,1.070398270057157,139,0.001440286636352539,3,Infeasible solution
BT7,5,3,False,0.24999976498676463,1.9253649734838771,89,0.0018329620361328125,3,Infeasible solution
BT8,5,2,False,1.000000000006003,0.20710678119167214,39,0.0004646778106689453,3,Infeasible solution
BT9,4,2,False,nan,nan,nan,nan,,Optimization error: 
BURKEHAN,1,1,False,nan,nan,nan,nan,,Optimization error: 
BYRDSPHR,3,2,False,-6.196152216922544,4.464092421705825,53,0.0006301403045654297,3,Infeasible solution
C-RELOAD,342,284,False,-1.41,131.12471271196807,32,0.3882315158843994,3,Infeasible solution
CAMEL6,2,0,True,-1.0316279351476305,0.0,24,0.00013566017150878906,3,Function tolerance reached
CANTILVR,5,1,True,1.3400325128986663,0.0,123,0.0019202232360839844,3,Function tolerance reached
CB2,3,3,False,1.5264072280575498e-05,307.03624387496325,45,0.0012888908386230469,4,Infeasible solution
CB3,3,3,False,1.5264072280575498e-05,3951.166550467381,45,0.0013115406036376953,4,Infeasible solution
CERI651A,7,61,False,0.0,106.00958989432908,11,0.002721548080444336,3,Infeasible solution
CERI651ALS,7,0,True,10321.776368394598,0.0,23,0.0004115104675292969,4,Parameter tolerance reached
CERI651B,7,66,False,0.0,21.189112962774495,11,0.0029065608978271484,3,Infeasible solution
CERI651BLS,7,0,True,150.99993571207028,0.0,23,0.00044989585876464844,4,Parameter tolerance reached
CERI651C,7,56,False,0.0,10.917559763108185,11,0.002636432647705078,3,Infeasible solution
CERI651CLS,7,0,True,119.88492352984673,0.0,23,0.00032210350036621094,4,Parameter tolerance reached
CERI651D,7,67,False,0.0,5.543267634181593,10,0.003034830093383789,3,Infeasible solution
CERI651DLS,7,0,True,14.042895527252412,0.0,37,0.0007503032684326172,3,Function tolerance reached
CERI651E,7,64,False,0.0,6.093789070080613,10,0.002539396286010742,3,Infeasible solution
CERI651ELS,7,0,True,37.13426523063394,0.0,24,0.0003261566162109375,4,Parameter tolerance reached
CHACONN1,3,3,False,9.519279781908957e-13,500515.211167461,162,0.004560708999633789,4,Infeasible solution
CHACONN2,3,3,False,-7.089159761585655e-12,88274.88693495082,125,0.004709482192993164,4,Infeasible solution
CHANDHEQ,100,100,False,0.0,2.6271863226716072,43,0.06037735939025879,3,Infeasible solution
CHANDHEU,500,500,False,0.0,5.888820349742342,33,2.6880807876586914,3,Infeasible solution
CHEBYQAD,100,0,True,0.011637807853281357,0.0,18,0.015182018280029297,3,Function tolerance reached
CHEBYQADNE,100,100,False,0.0,0.13033921784755972,33,0.0660867691040039,3,Infeasible solution
CHNROSNB,50,0,True,6.18642385357931e-07,0.0,424,0.02680182456970215,3,Function tolerance reached
CHNRSBNE,50,98,False,0.0,87.36040292947371,70,0.029424428939819336,3,Infeasible solution
CHNRSNBM,50,0,True,0.0027165637290268657,0.0,408,0.02426290512084961,3,Function tolerance reached
CHNRSNBMNE,50,98,False,0.0,92.89507160628393,70,0.02964949607849121,3,Infeasible solution
CHWIRUT1,3,214,False,0.0,54.38635953646361,43,0.033676862716674805,3,Infeasible solution
CHWIRUT1LS,3,0,True,50068.64891449799,0.0,25,0.00042057037353515625,4,Parameter tolerance reached
CHWIRUT2,3,54,False,0.0,30.267028141280594,38,0.007016897201538086,3,Infeasible solution
CHWIRUT2LS,3,0,True,14794.790154797307,0.0,24,0.00016736984252929688,4,Parameter tolerance reached
CLEUVEN7,360,946,False,nan,nan,nan,nan,,Optimization error: 
CLIFF,2,0,True,18931367.828654878,0.0,22,8.106231689453125e-05,3,Function tolerance reached
CLUSTER,2,2,True,0.0,0.012625924633688175,23,0.0002887248992919922,3,Function tolerance reached
CLUSTERLS,2,0,True,4.023451929257697e-13,0.0,22,8.821487426757812e-05,3,Function tolerance reached
COATING,134,0,True,6.323237444959522,0.0,501,0.3103182315826416,3,Function tolerance reached
COATINGNE,134,252,False,0.0,122.01226559592223,43,0.12124085426330566,3,Infeasible solution
CONCON,15,11,False,nan,nan,nan,nan,,Optimization error: 
CONGIGMZ,3,5,False,-304894906729.11615,2.969612814402943e+21,38,0.0015690326690673828,3,Infeasible solution
COOLHANS,9,9,False,0.0,950.2265262662372,3,0.00017499923706054688,3,Infeasible solution
COOLHANSLS,9,0,True,83471.5183681612,0.0,20,7.987022399902344e-05,3,Function tolerance reached
CORE1,65,59,False,nan,nan,nan,nan,,Optimization error: 
CORE2,157,134,False,nan,nan,nan,nan,,Optimization error: 
CRESC100,6,200,False,5.022817457512895e-09,16659.55204257122,10,0.01661086082458496,3,Infeasible solution
CRESC4,6,8,False,5.022817457512895e-09,3312.013113437121,10,0.0007457733154296875,3,Infeasible solution
CRESC50,6,100,False,5.022817457512895e-09,11802.325664125454,10,0.007416963577270508,3,Infeasible solution
CSFI1,5,4,False,nan,nan,nan,nan,,Optimization error: 
CSFI2,5,4,False,nan,nan,nan,nan,,Optimization error: 
CUBE,2,0,True,3.656293313182693e-14,0.0,32,0.00012350082397460938,3,Function tolerance reached
CUBENE,2,2,False,0.0,0.1941097056910972,37,0.0004982948303222656,3,Infeasible solution
DALLASM,196,151,False,-152638.24039151354,685.3869197236312,277,0.8850691318511963,3,Infeasible solution
DALLASS,46,31,False,-100987.64610092058,413.9915124000035,149,0.027352571487426758,3,Infeasible solution
DANIWOOD,2,6,False,0.0,0.7874176629790792,24,0.0006737709045410156,3,Infeasible solution
DANIWOODLS,2,0,True,0.004317421588292277,0.0,25,0.0001239776611328125,3,Function tolerance reached
DANWOOD,2,6,False,0.0,0.9799840326756842,27,0.0007541179656982422,3,Infeasible solution
DANWOODLS,2,0,True,0.004317308480555708,0.0,25,0.00010824203491210938,3,Function tolerance reached
DECONVB,51,0,True,0.0027154388991087724,0.0,161,0.019303560256958008,3,Function tolerance reached
DECONVBNE,51,40,False,0.0,10.504733923790154,31,0.007306098937988281,3,Infeasible solution
DECONVC,51,1,True,0.003508832982115291,1.6254303378260282e-07,165,0.02065896987915039,3,Function tolerance reached
DECONVNE,51,40,False,0.0,10.504733923794213,31,0.008152008056640625,3,Infeasible solution
DECONVU,51,0,True,4.977649536280177e-07,0.0,170,0.01078176498413086,3,Function tolerance reached
DEGENLPA,20,15,False,0.0,229.46374375829635,30,0.0021219253540039062,3,Infeasible solution
DEGENLPB,20,15,False,-533.369,469.92376753381205,6,0.0007956027984619141,3,Infeasible solution
DEMBO7,16,20,False,154.826745126732,0.1612373255192194,22,0.004272937774658203,3,Infeasible solution
DEMYMALO,3,3,False,-3.9999903061839825,2.828404559562926,108,0.002936840057373047,3,Infeasible solution
DENSCHNA,2,0,True,4.669506476009391e-68,0.0,21,0.00011157989501953125,3,Function tolerance reached
DENSCHNB,2,0,True,2.5650639547366424e-12,0.0,12,0.000110626220703125,3,Function tolerance reached
DENSCHNBNE,2,3,False,0.0,1.4142135623730951,114,0.0014324188232421875,3,Infeasible solution
DENSCHNC,2,0,True,2.3062731470232212e-10,0.0,23,8.416175842285156e-05,3,Function tolerance reached
DENSCHNCNE,2,2,False,0.0,0.8678335406203053,26,0.0004875659942626953,3,Infeasible solution
DENSCHND,3,0,True,5.9304843362891234e-15,0.0,121,0.00038433074951171875,3,Function tolerance reached
DENSCHNDNE,3,3,False,0.0,9121.951545584969,3,9.441375732421875e-05,3,Infeasible solution
DENSCHNE,3,0,True,0.9993200210142903,0.0,16,0.00010633468627929688,3,Function tolerance reached
DENSCHNENE,3,3,False,0.0,12.16552506059646,71,0.0016396045684814453,3,Infeasible solution
DENSCHNF,2,0,True,7.929973131663714e-12,0.0,17,0.00011801719665527344,3,Function tolerance reached
DENSCHNFNE,2,2,False,0.0,5.641488913585615,16,0.000209808349609375,3,Infeasible solution
DEVGLA1,4,0,True,4.808713655811954e-06,0.0,68,0.0004949569702148438,3,Function tolerance reached
DEVGLA1B,4,0,True,4.7577229210388894e-07,0.0,57,0.0003745555877685547,3,Function tolerance reached
DEVGLA1NE,4,24,False,0.0,188.77970896237397,29,0.002783060073852539,3,Infeasible solution
DEVGLA2,5,0,True,10358.945061867382,0.0,150,0.0010693073272705078,3,Function tolerance reached
DEVGLA2B,5,0,False,nan,nan,nan,nan,,Optimization error: 
DEVGLA2NE,5,16,False,0.0,80.8780758260821,31,0.002225160598754883,3,Infeasible solution
DGOSPEC,3,0,True,-996.9591632113923,0.0,9,5.221366882324219e-05,3,Function tolerance reached
DIAMON2DLS,66,0,True,13115.030418407208,0.0,25,0.06529736518859863,3,Function tolerance reached
DIAMON3DLS,99,0,True,12608.946221921438,0.0,26,0.08304929733276367,3,Function tolerance reached
DIPIGRI,7,4,False,145.28345105797968,15066.676970079336,283,0.008748292922973633,3,Infeasible solution
DISC2,29,23,False,0.0,103.4842983258813,4,0.0009253025054931641,3,Infeasible solution
DISCS,33,66,False,12.00000000000002,29.857625793876387,110,0.055315494537353516,3,Infeasible solution
DIXCHLNG,10,5,True,2.6215551918261597e-06,0.00031074041572777707,299,0.007411003112792969,4,Parameter tolerance reached
DJTL,2,0,True,-3938.2226634082476,0.0,82,0.000335693359375,3,Function tolerance reached
DMN15102LS,66,0,True,13115.030418407208,0.0,25,0.06808948516845703,3,Function tolerance reached
DMN15103LS,99,0,True,12608.946221921438,0.0,26,0.08326268196105957,3,Function tolerance reached
DMN15332LS,66,0,True,1766.5176288788807,0.0,84,0.30803799629211426,3,Function tolerance reached
DMN15333LS,99,0,True,1796.716460881209,0.0,46,0.23792552947998047,3,Function tolerance reached
DMN37142LS,66,0,True,350.4783528620078,0.0,103,0.4909529685974121,3,Function tolerance reached
DMN37143LS,99,0,True,366.75687504070777,0.0,74,0.2918243408203125,3,Function tolerance reached
DNIEPER,57,24,False,-1677.155917741023,97.46843286876936,167,0.028185606002807617,3,Infeasible solution
DUAL1,85,1,True,0.03503355615123795,6.142298266549313e-08,465,0.20601224899291992,3,Function tolerance reached
DUAL2,96,1,True,0.03376539320758293,3.752370623943957e-08,492,0.338376522064209,3,Function tolerance reached
DUAL3,111,1,True,0.13620491787766834,7.55666463577321e-07,493,0.45021510124206543,3,Function tolerance reached
DUAL4,75,1,True,0.7479820105586369,6.530472843192369e-07,516,0.16784048080444336,3,Function tolerance reached
DUALC1,9,215,False,0.0,1.0,3,0.0064661502838134766,3,Infeasible solution
DUALC2,7,229,False,0.0,1.0,3,0.005557060241699219,3,Infeasible solution
DUALC5,8,278,False,0.0,1.0,3,0.009183406829833984,3,Infeasible solution
DUALC8,8,503,False,0.0,1.0,3,0.016909360885620117,3,Infeasible solution
ECKERLE4,3,35,False,0.0,0.8364784379862741,45,0.006429195404052734,3,Infeasible solution
ECKERLE4LS,3,0,True,0.6996960938590313,0.0,6,9.965896606445312e-05,3,Function tolerance reached
EG1,3,0,False,nan,nan,nan,nan,,Optimization error: 
EGGCRATE,2,0,True,9.488197371959483,0.0,15,0.00011706352233886719,3,Function tolerance reached
EGGCRATEB,2,0,True,9.48819735955842,0.0,15,0.00011801719665527344,3,Function tolerance reached
EGGCRATENE,2,4,False,0.0,5.345225896354256,33,0.0010297298431396484,3,Infeasible solution
EIGMAXA,101,101,False,-1.0,56.44014617273772,19,0.012537479400634766,3,Infeasible solution
EIGMAXB,101,101,False,-1.0,0.9899494936611669,3,0.006335258483886719,3,Infeasible solution
EIGMAXC,202,202,False,-1.0,57.860063776763845,8,0.052773475646972656,3,Infeasible solution
EIGMINA,101,101,False,-1.0,58.1677754431094,26,0.021236181259155273,3,Infeasible solution
EIGMINB,101,101,False,-1.0,1.1677963519478418,406,0.21733307838439941,3,Infeasible solution
EIGMINC,202,202,False,-1.0,65.92416159205447,37,0.1174933910369873,3,Infeasible solution
ELATTAR,7,102,False,nan,nan,nan,nan,,Optimization error: 
ELATVIDU,2,0,True,54.751133218026894,0.0,28,0.00014543533325195312,3,Function tolerance reached
ELATVIDUB,2,0,True,26.975539914337723,0.0,50,0.00021409988403320312,3,Function tolerance reached
ELATVIDUNE,2,3,False,0.0,10.357986610643525,24,0.00046181678771972656,3,Infeasible solution
ENGVAL2,3,0,True,2.3550336009741113e-13,0.0,41,0.000240325927734375,3,Function tolerance reached
ENGVAL2NE,3,5,False,0.0,21.051930091033185,14,0.0003960132598876953,3,Infeasible solution
ENSO,9,168,False,0.0,34.2675693359793,38,0.03057265281677246,3,Infeasible solution
ENSOLS,9,0,True,788.5409471316801,0.0,53,0.002786874771118164,3,Function tolerance reached
EQC,7,3,False,nan,nan,nan,nan,,Optimization error: 
ERRINBAR,18,9,False,nan,nan,nan,nan,,Optimization error: 
ERRINROS,50,0,True,39.995039767480456,0.0,383,0.025639057159423828,3,Function tolerance reached
ERRINROSNE,50,98,False,0.0,331.930378242185,70,0.0308377742767334,3,Infeasible solution
ERRINRSM,50,0,True,38.24960974444951,0.0,501,0.039049386978149414,3,Function tolerance reached
ERRINRSMNE,50,98,False,0.0,390.9847470240485,70,0.0324709415435791,3,Infeasible solution
EXP2,2,0,True,3.1155690357007437e-09,0.0,13,0.00011277198791503906,3,Function tolerance reached
EXP2B,2,0,True,1.1297820181683033e-10,0.0,13,0.00013113021850585938,3,Function tolerance reached
EXP2NE,2,10,False,0.0,1.9485575265537263,59,0.0023539066314697266,3,Infeasible solution
EXPFIT,2,0,True,0.24051060380573974,0.0,23,0.00015854835510253906,3,Function tolerance reached
EXPFITA,5,22,False,0.00044913061585178835,1.0381917135581529,59,0.010066509246826172,3,Infeasible solution
EXPFITB,5,102,False,0.6155388280455365,123.31568470652547,70,0.05354142189025879,3,Infeasible solution
EXPFITC,5,502,False,14.11032265008615,5379.022911863206,69,0.2898561954498291,3,Infeasible solution
EXPFITNE,2,10,False,0.0,4.209214845849591,14,0.0009365081787109375,3,Infeasible solution
EXTRASIM,2,1,True,1.0,0.0,6,7.772445678710938e-05,3,Function tolerance reached
FBRAIN2LS,4,0,True,0.3683909254488747,0.0,29,0.014016389846801758,3,Function tolerance reached
FBRAIN3LS,6,0,True,0.27171399610838387,0.0,99,0.06710100173950195,3,Function tolerance reached
FBRAINLS,2,0,True,0.4166033690469255,0.0,14,0.003689289093017578,3,Function tolerance reached
FCCU,19,8,False,2.903999734582027,5.472147642920756,65,0.0028676986694335938,3,Infeasible solution
FEEDLOC,87,259,False,nan,nan,nan,nan,,Optimization error: 
FLETCHER,4,4,False,0.0,0.0,4,0.00016164779663085938,3,Infeasible solution
FLT,2,2,True,0.0,3.1469511929975353e-07,57,0.0006089210510253906,3,Function tolerance reached
FREURONE,2,2,False,0.0,13.795308392476578,66,0.001321554183959961,3,Infeasible solution
GAUSS1,8,250,False,0.0,153.80585214519263,113,0.10368871688842773,3,Infeasible solution
GAUSS1LS,8,0,True,7371.720578441935,0.0,52,0.002142190933227539,4,Parameter tolerance reached
GAUSS2,8,250,False,nan,nan,nan,nan,,Optimization error: 
GAUSS2LS,8,0,True,1247.5283260554856,0.0,54,0.002437114715576172,3,Function tolerance reached
GAUSS3,8,250,False,nan,nan,nan,nan,,Optimization error: 
GAUSS3LS,8,0,True,11386.774048147518,0.0,82,0.004114389419555664,3,Function tolerance reached
GAUSSIAN,3,0,True,1.1654980624047814e-08,0.0,6,4.9591064453125e-05,3,Function tolerance reached
GBRAINLS,2,0,True,28.515858943387585,0.0,20,0.004535198211669922,3,Function tolerance reached
GENHS28,10,8,False,1.6478756516251486e-15,4.000000032180453,47,0.0015673637390136719,4,Infeasible solution
GENROSE,500,0,True,303.57379017175236,0.0,326,8.886945962905884,3,Function tolerance reached
GENROSEB,500,0,False,nan,nan,nan,nan,,Optimization error: 
GENROSEBNE,500,998,False,nan,nan,nan,nan,,Optimization error: 
GIGOMEZ1,3,3,False,nan,nan,nan,nan,,Optimization error: 
GIGOMEZ2,3,3,False,1.3970923044291695e-06,758.366560300792,56,0.0014982223510742188,4,Infeasible solution
GIGOMEZ3,3,3,False,1.3970923044291695e-06,6842.056019894015,56,0.0016007423400878906,4,Infeasible solution
GMNCASE1,175,300,False,-1.5034559127005906,0.17386447099365263,19,0.11438632011413574,3,Infeasible solution
GMNCASE4,175,350,False,-2575.804727820034,14.856565282208555,168,1.017563819885254,3,Infeasible solution
GOFFIN,51,50,False,nan,nan,nan,nan,,Optimization error: 
GOTTFR,2,2,False,0.0,0.18033422614507866,32,0.0006093978881835938,3,Infeasible solution
GOULDQP1,32,17,False,-20174.818266043632,212.37288838145938,130,0.01097416877746582,3,Infeasible solution
GROUPING,100,125,False,1.2841836463294823e-10,1.8227801250834248,63,0.0643775463104248,4,Infeasible solution
GROWTH,3,12,False,0.0,123.19995345917964,74,0.003530263900756836,3,Infeasible solution
GROWTHLS,3,0,True,3542.14903046,0.0,14,0.00013303756713867188,3,Function tolerance reached
GULF,3,0,True,8.26035470039354e-05,0.0,34,0.0008957386016845703,3,Function tolerance reached
GULFNE,3,99,False,0.0,5.6756360367442165,156,0.06601405143737793,3,Infeasible solution
HADAMALS,380,0,True,7960.248555356222,0.0,6,0.21224522590637207,3,Function tolerance reached
HAHN1,7,236,False,0.0,135.92906585390344,94,0.08697366714477539,3,Infeasible solution
HAHN1LS,7,0,True,55530.953492718116,0.0,26,0.00037217140197753906,3,Function tolerance reached
HAIFAM,99,150,False,-0.5000000000000004,4.66731639950245,14,0.020227432250976562,3,Infeasible solution
HAIFAS,13,9,False,nan,nan,nan,nan,,Optimization error: 
HAIRY,2,0,True,20.00000001643445,0.0,41,0.00013446807861328125,3,Function tolerance reached
HALDMADS,6,42,False,1.8188505745580175,2370.7594114852463,27,0.010356426239013672,3,Infeasible solution
HART6,6,0,True,-3.322858162713266,0.0,35,0.00014472007751464844,3,Function tolerance reached
HATFLDA,4,0,True,3.107670002420834e-12,0.0,27,0.0001461505889892578,3,Function tolerance reached
HATFLDANE,4,4,False,0.0,0.9702645558759514,38,0.0007541179656982422,3,Infeasible solution
HATFLDB,4,0,True,0.005572809479184728,0.0,21,0.00010204315185546875,3,Function tolerance reached
HATFLDBNE,4,4,False,0.0,0.9702645558759514,38,0.0008296966552734375,3,Infeasible solution
HATFLDC,25,0,True,8.952535581283156e-07,0.0,38,0.00044155120849609375,3,Function tolerance reached
HATFLDCNE,25,25,False,0.0,0.47360320944858464,48,0.0064542293548583984,3,Infeasible solution
HATFLDD,3,0,True,2.5469086535571755e-07,0.0,56,0.0002636909484863281,3,Function tolerance reached
HATFLDDNE,3,10,False,0.0,1.2470731162478486,34,0.0025866031646728516,3,Infeasible solution
HATFLDE,3,0,True,5.120395626184949e-07,0.0,52,0.0002765655517578125,3,Function tolerance reached
HATFLDENE,3,21,False,0.0,2.4202739018566244,17,0.002161264419555664,3,Infeasible solution
HATFLDF,3,3,True,0.0,0.07224332539445287,69,0.0017631053924560547,3,Function tolerance reached
HATFLDFL,3,0,True,6.657486344645938e-05,0.0,9,9.1552734375e-05,3,Function tolerance reached
HATFLDFLNE,3,3,True,0.0,0.013029091125321912,36,0.0006616115570068359,3,Function tolerance reached
HATFLDFLS,3,0,True,1.910518561342258e-14,0.0,45,0.00024175643920898438,3,Function tolerance reached
HATFLDG,25,25,False,0.0,3.3535573744828455,54,0.0061838626861572266,3,Infeasible solution
HATFLDGLS,25,0,True,1.798384156867948e-11,0.0,57,0.000986337661743164,3,Function tolerance reached
HATFLDH,4,7,False,-50.0,7.0,4,0.0005977153778076172,3,Infeasible solution
HEART6,6,6,False,0.0,75.9237628360205,29,0.000988006591796875,3,Infeasible solution
HEART6LS,6,0,True,0.00793572013807708,0.0,501,0.0018982887268066406,3,Function tolerance reached
HEART8,8,8,False,0.0,27.77910011193479,21,0.0008225440979003906,3,Infeasible solution
HEART8LS,8,0,True,1.1409082662296732,0.0,115,0.0005230903625488281,3,Function tolerance reached
HELIX,3,0,True,2.050000880773998e-11,0.0,47,0.00030350685119628906,3,Function tolerance reached
HELIXNE,3,3,False,0.0,49.999997982896986,3,0.00018930435180664062,3,Infeasible solution
HIELOW,3,0,True,-11227014.216204053,0.0,25,0.017229557037353516,3,Function tolerance reached
HILBERTA,2,0,True,0.0,0.0,19,8.20159912109375e-05,3,Function tolerance reached
HILBERTB,10,0,True,0.0,0.0,501,0.0025522708892822266,3,Function tolerance reached
HIMMELBA,2,2,False,0.0,12.0,81,0.0007722377777099609,3,Infeasible solution
HIMMELBB,2,0,True,8.852912376179653e-15,0.0,22,0.00027823448181152344,3,Function tolerance reached
HIMMELBC,2,2,False,0.0,5.016298730648135,36,0.00043582916259765625,3,Infeasible solution
HIMMELBCLS,2,0,True,3.302558164953705e-10,0.0,22,7.462501525878906e-05,3,Function tolerance reached
HIMMELBD,2,2,False,0.0,2.756964469090314,10,0.00023174285888671875,3,Infeasible solution
